Código Región;Nombre Región;Abreviatura Región;Código Provincia;Nombre Provincia;Código Comuna 2018;Nombre Comuna
09;La Araucanía;ARAUC;091;Cautín;09114;Pitrufquén
09;La Araucanía;ARAUC;091;Cautín;09115;Pucón
09;La Araucanía;ARAUC;091;Cautín;09116;Saavedra
09;La Araucanía;ARAUC;091;Cautín;09117;Teodoro Schmidt
09;La Araucanía;ARAUC;091;Cautín;09118;Toltén
09;La Araucanía;ARAUC;091;Cautín;09119;Vilcún
09;La Araucanía;ARAUC;091;Cautín;09120;Villarrica
09;La Araucanía;ARAUC;091;Cautín;09121;Cholchol
09;La Araucanía;ARAUC;092;Malleco;09201;Angol
09;La Araucanía;ARAUC;092;Malleco;09202;Collipulli
09;La Araucanía;ARAUC;092;Malleco;09203;Curacautín
09;La Araucanía;ARAUC;092;Malleco;09204;Ercilla
09;La Araucanía;ARAUC;092;Malleco;09205;Lonquimay
09;La Araucanía;ARAUC;092;Malleco;09206;Los Sauces
09;La Araucanía;ARAUC;092;Malleco;09207;Lumaco
09;La Araucanía;ARAUC;092;Malleco;09208;Purén
09;La Araucanía;ARAUC;092;Malleco;09209;Renaico
09;La Araucanía;ARAUC;092;Malleco;09210;Traiguén
09;La Araucanía;ARAUC;092;Malleco;09211;Victoria
10;Los Lagos;LAGOS;101;Llanquihue;10101;Puerto Montt
10;Los Lagos;LAGOS;101;Llanquihue;10102;Calbuco
10;Los Lagos;LAGOS;101;Llanquihue;10103;Cochamó
10;Los Lagos;LAGOS;101;Llanquihue;10104;Fresia
10;Los Lagos;LAGOS;101;Llanquihue;10105;Frutillar
10;Los Lagos;LAGOS;101;Llanquihue;10106;Los Muermos
10;Los Lagos;LAGOS;101;Llanquihue;10107;Llanquihue
10;Los Lagos;LAGOS;101;Llanquihue;10108;Maullín
10;Los Lagos;LAGOS;101;Llanquihue;10109;Puerto Varas
10;Los Lagos;LAGOS;102;Chiloé;10201;Castro
10;Los Lagos;LAGOS;102;Chiloé;10202;Ancud
10;Los Lagos;LAGOS;102;Chiloé;10203;Chonchi
10;Los Lagos;LAGOS;102;Chiloé;10204;Curaco de Vélez
10;Los Lagos;LAGOS;102;Chiloé;10205;Dalcahue
10;Los Lagos;LAGOS;102;Chiloé;10206;Puqueldón
10;Los Lagos;LAGOS;102;Chiloé;10207;Queilén
10;Los Lagos;LAGOS;102;Chiloé;10208;Quellón
10;Los Lagos;LAGOS;102;Chiloé;10209;Quemchi
10;Los Lagos;LAGOS;102;Chiloé;10210;Quinchao
10;Los Lagos;LAGOS;103;Osorno;10301;Osorno
10;Los Lagos;LAGOS;103;Osorno;10302;Puerto Octay
10;Los Lagos;LAGOS;103;Osorno;10303;Purranque
10;Los Lagos;LAGOS;103;Osorno;10304;Puyehue
10;Los Lagos;LAGOS;103;Osorno;10305;Río Negro
10;Los Lagos;LAGOS;103;Osorno;10306;San Juan de la Costa
10;Los Lagos;LAGOS;103;Osorno;10307;San Pablo
10;Los Lagos;LAGOS;104;Palena;10401;Chaitén
10;Los Lagos;LAGOS;104;Palena;10402;Futaleufú
10;Los Lagos;LAGOS;104;Palena;10403;Hualaihué
10;Los Lagos;LAGOS;104;Palena;10404;Palena
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;111;Coihaique;11101;Coihaique
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;111;Coihaique;11102;Lago Verde
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;112;Aisén;11201;Aisén
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;112;Aisén;11202;Cisnes
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;112;Aisén;11203;Guaitecas
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;113;Capitán Prat;11301;Cochrane
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;113;Capitán Prat;11302;O'Higgins
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;113;Capitán Prat;11303;Tortel
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;114;General Carrera;11401;Chile Chico
11;Aysén del General Carlos Ibáñez del Campo;AYSEN;114;General Carrera;11402;Río Ibáñez
12;Magallanes y de la Antártica Chilena;MAG;121;Magallanes;12101;Punta Arenas
12;Magallanes y de la Antártica Chilena;MAG;121;Magallanes;12102;Laguna Blanca
12;Magallanes y de la Antártica Chilena;MAG;121;Magallanes;12103;Río Verde
12;Magallanes y de la Antártica Chilena;MAG;121;Magallanes;12104;San Gregorio
12;Magallanes y de la Antártica Chilena;MAG;122;Antártica Chilena;12201;Cabo de Hornos
12;Magallanes y de la Antártica Chilena;MAG;122;Antártica Chilena;12202;Antártica
12;Magallanes y de la Antártica Chilena;MAG;123;Tierra del Fuego;12301;Porvenir
12;Magallanes y de la Antártica Chilena;MAG;123;Tierra del Fuego;12302;Primavera
12;Magallanes y de la Antártica Chilena;MAG;123;Tierra del Fuego;12303;Timaukel
12;Magallanes y de la Antártica Chilena;MAG;124;Última Esperanza;12401;Natales
12;Magallanes y de la Antártica Chilena;MAG;124;Última Esperanza;12402;Torres del Paine
13;Metropolitana de Santiago;RM;131;Santiago;13101;Santiago
13;Metropolitana de Santiago;RM;131;Santiago;13102;Cerrillos
13;Metropolitana de Santiago;RM;131;Santiago;13103;Cerro Navia
13;Metropolitana de Santiago;RM;131;Santiago;13104;Conchalí
13;Metropolitana de Santiago;RM;131;Santiago;13105;El Bosque
13;Metropolitana de Santiago;RM;131;Santiago;13106;Estación Central
13;Metropolitana de Santiago;RM;131;Santiago;13107;Huechuraba
13;Metropolitana de Santiago;RM;131;Santiago;13108;Independencia
13;Metropolitana de Santiago;RM;131;Santiago;13109;La Cisterna
13;Metropolitana de Santiago;RM;131;Santiago;13110;La Florida
13;Metropolitana de Santiago;RM;131;Santiago;13111;La Granja
13;Metropolitana de Santiago;RM;131;Santiago;13112;La Pintana
13;Metropolitana de Santiago;RM;131;Santiago;13113;La Reina
13;Metropolitana de Santiago;RM;131;Santiago;13114;Las Condes
13;Metropolitana de Santiago;RM;131;Santiago;13115;Lo Barnechea
13;Metropolitana de Santiago;RM;131;Santiago;13116;Lo Espejo
13;Metropolitana de Santiago;RM;131;Santiago;13117;Lo Prado
13;Metropolitana de Santiago;RM;131;Santiago;13118;Macul
13;Metropolitana de Santiago;RM;131;Santiago;13119;Maipú
13;Metropolitana de Santiago;RM;131;Santiago;13120;Ñuñoa
13;Metropolitana de Santiago;RM;131;Santiago;13121;Pedro Aguirre Cerda
13;Metropolitana de Santiago;RM;131;Santiago;13122;Peñalolén
13;Metropolitana de Santiago;RM;131;Santiago;13123;Providencia
13;Metropolitana de Santiago;RM;131;Santiago;13124;Pudahuel
13;Metropolitana de Santiago;RM;131;Santiago;13125;Quilicura
13;Metropolitana de Santiago;RM;131;Santiago;13126;Quinta Normal
13;Metropolitana de Santiago;RM;131;Santiago;13127;Recoleta
13;Metropolitana de Santiago;RM;131;Santiago;13128;Renca
13;Metropolitana de Santiago;RM;131;Santiago;13129;San Joaquín
13;Metropolitana de Santiago;RM;131;Santiago;13130;San Miguel
13;Metropolitana de Santiago;RM;131;Santiago;13131;San Ramón
13;Metropolitana de Santiago;RM;131;Santiago;13132;Vitacura
13;Metropolitana de Santiago;RM;132;Cordillera;13201;Puente Alto
13;Metropolitana de Santiago;RM;132;Cordillera;13202;Pirque
13;Metropolitana de Santiago;RM;132;Cordillera;13203;San José de Maipo
13;Metropolitana de Santiago;RM;133;Chacabuco;13301;Colina
13;Metropolitana de Santiago;RM;133;Chacabuco;13302;Lampa
13;Metropolitana de Santiago;RM;133;Chacabuco;13303;Tiltil
13;Metropolitana de Santiago;RM;134;Maipo;13401;San Bernardo
13;Metropolitana de Santiago;RM;134;Maipo;13402;Buin
13;Metropolitana de Santiago;RM;134;Maipo;13403;Calera de Tango
13;Metropolitana de Santiago;RM;134;Maipo;13404;Paine
13;Metropolitana de Santiago;RM;135;Melipilla;13501;Melipilla
13;Metropolitana de Santiago;RM;135;Melipilla;13502;Alhué
13;Metropolitana de Santiago;RM;135;Melipilla;13503;Curacaví
13;Metropolitana de Santiago;RM;135;Melipilla;13504;María Pinto
13;Metropolitana de Santiago;RM;135;Melipilla;13505;San Pedro
13;Metropolitana de Santiago;RM;136;Talagante;13601;Talagante
13;Metropolitana de Santiago;RM;136;Talagante;13602;El Monte
13;Metropolitana de Santiago;RM;136;Talagante;13603;Isla de Maipo
13;Metropolitana de Santiago;RM;136;Talagante;13604;Padre Hurtado
13;Metropolitana de Santiago;RM;136;Talagante;13605;Peñaflor
14;Los Ríos;RIOS;141;Valdivia;14101;Valdivia
14;Los Ríos;RIOS;141;Valdivia;14102;Corral
14;Los Ríos;RIOS;141;Valdivia;14103;Lanco
14;Los Ríos;RIOS;141;Valdivia;14104;Los Lagos
14;Los Ríos;RIOS;141;Valdivia;14105;Máfil
14;Los Ríos;RIOS;141;Valdivia;14106;Mariquina
14;Los Ríos;RIOS;141;Valdivia;14107;Paillaco
14;Los Ríos;RIOS;141;Valdivia;14108;Panguipulli
14;Los Ríos;RIOS;142;Ranco;14201;La Unión
14;Los Ríos;RIOS;142;Ranco;14202;Futrono
14;Los Ríos;RIOS;142;Ranco;14203;Lago Ranco
14;Los Ríos;RIOS;142;Ranco;14204;Río Bueno
15;Arica y Parinacota;AyP;151;Arica;15101;Arica
15;Arica y Parinacota;AyP;151;Arica;15102;Camarones
15;Arica y Parinacota;AyP;152;Parinacota;15201;Putre
15;Arica y Parinacota;AyP;152;Parinacota;15202;General Lagos
16;Ñuble;NUBLE;161;Diguillín;16101;Chillán
16;Ñuble;NUBLE;161;Diguillín;16102;Bulnes
16;Ñuble;NUBLE;161;Diguillín;16103;Chillán Viejo
16;Ñuble;NUBLE;161;Diguillín;16104;El Carmen
16;Ñuble;NUBLE;161;Diguillín;16105;Pemuco
16;Ñuble;NUBLE;161;Diguillín;16106;Pinto
16;Ñuble;NUBLE;161;Diguillín;16107;Quillón
16;Ñuble;NUBLE;161;Diguillín;16108;San Ignacio
16;Ñuble;NUBLE;161;Diguillín;16109;Yungay
16;Ñuble;NUBLE;162;Itata;16201;Quirihue
16;Ñuble;NUBLE;162;Itata;16202;Cobquecura
16;Ñuble;NUBLE;162;Itata;16203;Coelemu
16;Ñuble;NUBLE;162;Itata;16204;Ninhue
16;Ñuble;NUBLE;162;Itata;16205;Portezuelo
16;Ñuble;NUBLE;162;Itata;16206;Ranquil
16;Ñuble;NUBLE;162;Itata;16207;Treguaco
16;Ñuble;NUBLE;163;Punilla;16301;San Carlos
16;Ñuble;NUBLE;163;Punilla;16302;Coihueco
16;Ñuble;NUBLE;163;Punilla;16303;Ñiquén
16;Ñuble;NUBLE;163;Punilla;16304;San Fabián
16;Ñuble;NUBLE;163;Punilla;16305;San Nicolás
